TeamID,Time,Packet,Altitude,Pressure,Airspeed,Temperature,Voltage,Latitude,Longitude,GPSAlt,Satellites,GPSSpeed,Heading,ImageCount,State
89,52,21,86,4,44,11,80,34,87,94,86,10,72,63,52
59,53,79,91,34,3,48,31,94,98,90,15,54,6,41,53
62,54,84,84,73,73,63,43,84,19,45,70,77,96,60,96
29,55,20,66,20,35,8,57,65,0,30,8,18,27,59,54
23,56,22,61,41,57,34,47,81,5,45,42,21,48,24,2
25,57,9,68,6,4,36,57,94,96,34,67,27,55,45,94
85,58,56,51,29,56,42,55,35,85,19,6,92,80,29,49
99,59,52,87,41,53,63,70,2,60,42,1,67,6,2,21
84,60,65,89,52,46,23,1,16,6,18,93,52,82,81,99
73,61,54,72,10,62,14,91,57,63,91,72,6,68,55,89
90,62,30,0,21,14,80,98,24,2,46,53,48,62,70,15
21,63,42,7,23,78,56,29,10,54,83,11,27,15,75,9
11,64,28,53,84,58,50,51,3,79,7,7,91,66,42,55
12,65,70,61,37,33,32,40,28,74,45,89,7,95,57,52
96,66,64,6,89,66,8,92,79,74,85,82,27,36,16,72
61,67,62,13,30,98,85,19,79,2,75,20,9,24,96,39
55,68,52,79,22,6,48,49,55,41,40,59,8,23,37,86
55,69,7,80,31,64,46,12,46,7,84,29,5,37,61,54
70,70,41,82,92,27,30,49,27,67,32,24,97,96,53,35
66,71,30,63,64,93,81,75,95,17,78,81,36,6,33,42
33,72,79,5,51,31,22,86,35,35,38,17,75,23,92,51
49,73,54,50,74,18,96,20,28,72,23,89,75,84,29,39
43,74,13,47,6,4,61,40,78,56,57,49,11,32,12,65
14,75,68,28,59,30,28,68,16,83,77,54,96,3,95,25
11,76,16,60,84,61,16,6,49,1,27,37,57,34,35,71
69,77,37,19,49,89,2,4,72,27,4,43,27,29,7,37
9,78,5,85,54,9,58,13,14,40,14,88,96,24,84,39
54,79,81,57,15,89,11,82,24,0,33,49,98,48,91,10
96,80,42,37,78,64,77,23,7,29,76,89,34,7,50,81
26,81,8,69,49,26,29,37,33,73,72,6,25,27,97,47
25,82,97,25,8,84,61,59,35,7,44,77,39,79,74,77
79,83,79,31,83,21,92,30,82,52,0,36,34,73,21,30
66,84,78,57,7,26,6,70,93,98,92,4,78,9,92,28
13,85,48,99,56,48,59,60,10,42,46,2,49,97,18,55
87,86,23,31,36,92,34,85,66,86,73,8,1,12,37,15
28,87,38,6,36,87,9,47,84,52,16,0,73,20,32,92
63,88,69,20,61,28,80,8,50,72,5,49,10,66,36,68
47,89,33,39,51,80,38,43,33,69,85,43,55,32,17,32
26,90,32,57,89,82,32,85,52,9,31,37,9,49,77,47
94,91,27,64,86,29,10,34,23,59,19,37,96,1,56,78
3,92,34,44,25,18,58,41,41,41,91,31,66,29,0,71
84,93,75,41,65,35,31,20,55,67,66,51,68,26,97,63
31,94,99,60,84,63,1,60,27,75,36,98,55,32,49,93
10,95,56,64,70,92,18,6,98,89,4,52,28,96,34,18
47,96,2,89,81,50,2,51,64,96,98,21,68,65,31,33
34,97,96,35,44,96,82,81,50,43,3,12,82,44,58,45
96,98,33,97,43,72,34,58,38,53,51,96,56,17,98,51
31,99,63,74,95,73,34,56,61,59,66,55,49,2,23,26
46,100,90,83,40,29,57,41,48,50,98,47,39,12,19,40
79,101,23,19,73,38,65,83,39,94,26,14,80,12,26,57
38,102,48,62,45,50,98,17,60,79,50,59,1,14,86,76
7,103,67,44,18,97,37,15,50,46,53,36,88,62,62,13
21,104,12,53,64,37,87,83,91,92,20,38,15,14,88,62
0,105,9,72,67,21,19,96,4,92,33,60,13,37,30,35
69,106,26,96,77,56,0,19,57,66,92,81,83,4,15,2
25,107,74,88,98,74,53,85,52,69,58,78,16,61,39,62
78,108,84,37,95,79,96,92,88,16,36,90,84,68,41,90
68,109,53,63,96,12,56,57,0,19,52,20,85,77,11,86
5,110,28,91,40,15,15,89,50,24,51,92,34,18,99,72
33,111,2,5,58,42,82,33,21,65,44,91,59,94,70,4
6,112,11,81,4,32,67,45,62,80,98,54,90,75,30,81
95,113,27,74,79,85,67,29,68,90,0,46,0,84,74,55
23,114,38,27,21,73,78,93,99,57,96,84,18,70,0,16
89,115,62,29,20,75,63,0,52,81,63,4,66,27,58,75
95,116,36,82,81,74,27,87,79,45,18,58,74,97,81,97
43,117,26,94,49,92,5,5,50,85,59,74,9,23,29,49
94,118,60,9,8,57,19,23,51,88,19,31,95,79,62,58
82,119,92,50,53,19,54,3,61,61,1,72,20,73,62,40
5,120,10,9,86,70,56,55,6,65,5,39,96,56,61,7
34,121,32,57,15,84,71,8,88,76,67,13,48,28,6,95
81,122,32,30,37,81,87,47,18,24,47,51,65,43,19,95
88,123,15,84,21,34,58,65,42,41,91,9,37,6,13,81
78,124,73,68,29,22,32,5,70,41,30,58,65,86,77,0
78,125,80,60,77,44,73,82,24,69,83,2,19,26,10,54
94,126,77,99,21,81,3,47,69,82,83,15,22,70,84,11
18,127,52,48,10,21,41,86,55,82,40,12,14,8,72,17
84,128,45,5,40,71,80,68,55,29,16,96,35,57,33,10
84,129,62,84,14,23,41,67,74,9,55,65,96,26,58,71
91,130,89,13,40,5,24,25,25,17,78,73,0,40,74,86
84,131,63,94,68,56,26,31,2,78,89,76,53,75,13,13
56,132,95,15,51,89,29,30,25,58,15,17,34,23,29,26
52,133,42,16,11,95,5,74,35,43,32,15,10,65,75,40
26,134,28,42,91,33,38,39,90,87,87,88,60,9,49,65
9,135,15,36,10,8,6,90,72,80,36,38,51,47,94,75
8,136,73,63,82,87,40,66,46,31,83,55,91,94,60,73
49,137,14,69,58,56,13,45,19,18,36,20,95,51,63,35
46,138,22,14,68,81,97,3,5,99,44,5,28,41,5,49
12,139,88,92,18,36,93,70,82,90,81,86,13,43,90,47
8,140,28,78,12,59,85,47,87,82,15,7,81,19,97,22
38,141,9,12,27,38,65,19,38,49,86,23,68,38,9,33
5,142,26,28,5,28,57,36,39,61,53,41,33,82,93,35
99,143,97,61,1,10,31,60,53,18,81,28,87,86,58,54
63,144,41,84,91,4,86,29,61,13,96,82,50,84,40,41
4,145,70,1,95,85,0,50,82,47,15,90,24,96,60,87
25,146,88,67,49,60,69,20,73,47,42,30,95,96,7,45
93,147,67,22,18,87,88,21,99,42,20,90,17,19,69,80
33,148,7,5,12,0,5,70,13,96,87,30,48,74,76,75
92,149,58,96,19,54,0,64,8,73,31,41,11,27,0,26
93,150,88,23,76,12,84,84,96,78,18,3,28,49,3,31
80,151,7,89,79,24,74,32,99,68,55,14,92,4,38,5
65,152,92,28,87,65,88,79,28,69,49,8,89,42,42,35
73,153,10,18,33,89,37,80,21,23,32,54,46,53,58,80
71,154,15,32,65,12,92,85,4,53,37,17,44,72,36,0
73,155,77,84,96,36,18,16,60,57,98,40,8,6,97,76
15,156,33,88,66,94,40,69,68,5,70,44,95,14,6,34
13,157,5,22,87,43,52,9,56,79,41,72,13,9,32,54
57,158,5,17,96,38,71,78,67,6,50,65,29,47,79,92
63,159,10,96,71,37,31,91,52,72,71,99,96,70,52,54
57,160,77,11,29,19,55,33,67,60,21,72,28,84,26,99
61,161,20,7,76,1,7,41,4,82,29,37,34,33,15,57
59,162,39,13,24,45,37,4,37,17,60,58,96,15,76,10
89,163,26,26,17,92,18,13,68,76,51,77,21,68,59,99
91,164,31,77,48,12,9,44,16,44,11,71,26,31,83,76
1,165,17,95,20,48,70,39,33,82,48,30,5,30,93,0
80,166,28,69,28,44,73,50,88,21,40,66,7,68,22,26
52,167,97,25,86,85,27,85,23,20,57,82,84,4,57,60
72,168,93,73,21,28,46,20,15,84,66,46,21,67,28,36
68,169,40,98,41,57,74,37,70,93,21,49,65,15,25,88
37,170,23,99,93,21,82,32,62,61,89,30,66,28,26,23
98,171,60,53,79,5,18,70,25,59,93,99,42,31,63,0
62,172,85,22,66,71,34,82,73,50,2,55,7,49,26,73
20,173,1,65,95,22,73,75,78,61,50,31,87,63,3,74
24,174,78,63,81,92,27,17,98,66,58,5,84,62,51,17
20,175,21,86,81,80,30,18,88,4,79,58,72,8,84,38
49,176,21,12,2,87,82,98,39,92,1,95,26,46,84,44
52,177,28,82,50,9,76,47,31,11,59,87,39,17,14,90
78,178,47,86,57,87,16,25,86,58,24,96,57,85,47,86
36,179,36,77,61,65,70,0,49,24,80,38,47,51,58,89
15,180,49,44,68,4,45,59,1,81,30,6,21,18,6,64
83,181,85,54,51,26,11,85,10,9,88,45,27,19,29,64
48,182,54,54,81,41,24,4,10,46,99,55,75,8,71,28
3,183,77,84,14,65,32,28,40,91,84,13,99,62,58,62
1,184,92,34,22,82,45,93,59,46,5,52,73,33,32,28
30,185,63,39,71,48,51,56,29,26,90,70,29,27,92,71
5,186,50,80,84,48,37,24,30,37,77,27,12,98,94,24
70,187,94,54,19,72,77,99,30,62,61,59,33,92,66,70
3,188,57,98,57,6,52,85,51,92,37,76,8,14,46,54
80,189,63,57,39,37,77,40,84,39,22,96,73,84,2,55
44,190,54,84,1,43,48,65,27,62,32,66,63,29,67,85
88,191,37,20,59,92,46,10,39,52,90,62,94,56,30,19
63,192,78,84,84,28,43,80,25,55,14,59,48,0,48,29
90,193,59,27,62,71,88,7,61,51,84,88,78,46,12,58
77,194,22,53,38,91,94,97,31,75,80,83,37,73,86,36
35,195,13,61,33,87,8,43,34,47,94,44,19,95,49,19
87,196,29,51,80,65,58,5,31,53,5,71,82,90,49,13
72,197,28,89,6,69,69,9,39,79,96,88,52,2,46,39
18,198,55,13,1,31,3,45,45,5,50,83,74,18,71,10
25,199,26,9,41,11,24,48,23,32,69,45,26,98,83,60
39,200,59,87,54,26,37,53,41,27,41,3,58,59,24,29
97,201,93,57,7,82,77,15,84,79,98,29,86,59,1,34
61,202,53,52,11,46,99,9,21,90,70,96,55,8,92,54
77,203,4,81,12,20,18,39,1,64,81,91,12,35,5,4
6,204,34,4,50,62,41,53,77,28,3,90,5,37,2,76
71,205,65,82,8,2,83,92,18,58,98,93,90,24,46,11
61,206,67,24,80,26,83,38,20,50,91,22,29,94,6,59
22,207,74,89,80,29,79,44,73,73,93,96,7,17,86,4
32,208,18,48,55,2,92,39,13,77,92,23,78,90,49,69
13,209,55,34,47,69,43,78,96,59,7,4,68,46,37,55
90,210,7,65,45,64,32,57,42,26,38,41,24,45,63,20
98,211,84,15,77,22,97,88,91,54,61,47,62,12,77,98
29,212,81,1,13,79,61,60,39,32,67,33,60,3,86,12
53,213,99,63,77,11,99,1,23,97,99,50,75,14,14,37
40,214,69,83,38,6,38,74,27,56,13,78,49,17,7,45
93,215,9,23,7,90,68,83,18,17,42,29,99,3,97,93
79,216,72,92,51,31,21,10,94,0,44,76,75,48,10,7
2,217,49,46,92,47,52,99,78,65,69,13,33,61,97,71
50,218,32,72,78,26,44,28,6,31,9,49,4,56,85,34
20,219,7,20,47,58,32,99,52,94,75,96,89,67,0,30
37,220,16,90,23,38,16,65,51,54,74,84,99,86,86,72
90,221,82,97,39,87,62,58,76,72,27,91,2,63,14,66
85,222,32,68,39,12,88,3,62,15,11,79,60,21,93,39
76,223,86,98,54,25,3,47,25,15,85,1,26,37,54,80
53,224,56,13,29,35,25,84,93,41,95,74,84,79,39,34
39,225,77,94,31,31,54,80,85,75,17,99,59,41,23,62
6,226,62,86,64,78,76,52,8,51,65,37,13,34,81,50
13,227,21,86,29,98,28,58,37,57,73,58,49,86,6,49
28,228,14,72,23,51,51,23,57,58,79,83,36,52,20,74
14,229,74,86,98,15,85,39,91,79,38,76,42,65,58,68
17,230,5,96,17,82,92,54,76,67,66,67,99,89,81,10
25,231,39,44,46,59,44,95,59,36,13,33,99,16,74,55
36,232,45,82,78,43,40,87,26,9,71,67,57,52,42,61
37,233,2,82,57,98,65,69,75,4,6,64,7,53,3,71
59,234,36,61,56,63,41,42,73,39,77,9,88,59,35,56
65,235,29,46,92,56,64,50,76,69,41,6,32,42,80,53
85,236,0,54,30,77,46,16,13,21,82,98,94,95,54,44
51,237,89,29,20,65,18,29,44,31,69,35,63,20,4,7
24,238,0,0,72,50,17,24,32,9,34,73,86,49,87,76
37,239,89,96,36,80,13,70,18,9,1,15,43,66,17,87
50,240,7,34,19,6,71,44,70,39,34,33,99,16,24,2
82,241,57,66,86,98,97,61,27,57,63,87,56,72,90,6
98,242,54,68,93,1,9,86,44,61,82,63,33,85,91,23
97,243,61,6,91,55,96,26,64,28,1,43,72,86,80,80
22,244,7,3,52,57,51,12,20,53,80,40,35,66,6,65
3,245,52,64,43,99,97,95,80,60,17,90,35,18,3,35
70,246,48,8,75,50,87,21,34,7,54,93,76,96,29,74
17,247,52,99,82,85,49,62,69,96,20,35,52,45,98,76
27,248,28,56,41,42,34,46,45,0,24,96,59,87,33,59
26,249,18,31,93,85,17,63,68,97,30,8,14,16,31,95
0,250,24,5,60,25,24,47,35,14,70,82,81,8,15,54
77,251,97,18,37,60,17,98,63,56,12,20,82,45,98,91
96,252,47,12,13,11,56,56,45,29,70,82,25,7,96,16
86,253,4,61,85,99,29,10,79,10,48,40,68,50,98,78
4,254,14,25,0,83,97,67,68,38,35,23,19,64,72,63
97,255,49,88,90,23,47,87,67,62,50,43,41,84,30,85
34,256,54,76,58,30,55,69,83,67,77,61,19,69,50,16
25,257,65,24,46,4,17,86,45,92,2,64,73,54,28,96
30,258,84,91,41,9,70,59,70,37,22,38,83,47,90,55
75,259,6,17,91,64,16,42,48,36,92,6,45,90,82,82
53,260,11,86,73,7,18,35,51,47,47,87,86,77,30,44
59,261,83,4,57,80,36,90,10,10,94,87,36,6,49,4
69,262,98,69,48,34,17,73,98,75,94,17,39,21,57,65
64,263,24,92,14,41,59,44,28,25,41,31,9,53,63,17
13,264,6,40,16,45,21,18,56,17,24,20,85,24,92,22
16,265,78,55,36,33,21,70,1,24,43,15,50,30,78,75
6,266,53,60,38,14,81,25,39,94,19,34,90,67,34,93
59,267,6,35,55,78,80,97,87,4,88,44,93,39,68,0
73,268,77,48,28,26,31,65,84,70,33,55,14,7,19,46
98,269,5,27,34,76,88,43,22,52,51,63,25,54,52,21
78,270,39,70,57,17,41,44,78,29,88,35,71,95,58,54
81,271,15,37,37,15,64,81,1,53,52,61,52,61,17,96
49,272,74,63,36,47,92,78,92,1,12,0,57,12,95,33
61,273,62,42,41,43,86,53,42,35,31,50,76,58,19,83
9,274,43,98,46,4,37,87,6,27,98,65,92,50,26,71
93,275,14,56,20,59,60,41,86,26,15,93,98,6,54,42
63,276,90,82,6,67,99,70,4,8,70,39,89,91,96,97
18,277,33,42,20,39,95,33,15,43,66,79,20,14,28,27
99,278,11,83,70,21,37,59,60,98,12,40,95,5,10,34
87,279,52,24,38,63,29,70,88,66,23,93,48,31,7,96
58,280,67,13,32,91,80,74,86,10,45,0,91,82,13,28
84,281,51,55,97,63,28,53,73,54,62,21,25,1,5,9
93,282,74,63,95,1,50,55,63,77,68,94,34,5,39,2
17,283,51,77,78,10,82,40,77,97,21,33,13,35,87,29
37,284,12,20,54,84,99,86,86,79,69,95,37,74,37,94
11,285,19,26,89,71,25,27,95,70,78,97,45,4,22,51
68,286,41,46,48,42,73,8,71,76,28,31,84,76,84,93
28,287,87,68,82,20,38,15,44,99,97,98,79,40,87,32
1,288,64,77,74,49,63,52,78,47,79,24,33,38,53,98
97,289,4,95,93,20,82,48,18,93,78,10,86,98,73,63
66,290,85,77,60,63,94,63,10,53,51,84,87,12,97,26
71,291,39,58,82,70,8,52,81,97,40,64,98,29,74,60
45,292,44,98,14,49,35,59,70,25,76,5,83,4,55,81
57,293,18,14,47,48,10,84,28,99,58,27,23,96,66,57
87,294,91,21,41,27,34,17,51,64,87,55,78,24,7,78
7,295,75,85,12,35,24,96,82,20,12,40,42,84,49,20
56,296,83,19,55,75,99,10,39,6,50,13,88,14,24,70
14,297,57,41,47,76,24,33,59,25,4,55,51,11,26,41
19,298,41,20,86,37,8,29,31,14,8,31,52,14,86,64
25,299,3,69,35,20,41,43,9,9,85,97,20,26,35,47
54,300,68,5,68,49,29,67,80,8,65,19,53,27,89,99
48,301,90,25,90,78,49,83,35,87,36,49,71,29,73,28
62,302,74,74,58,55,92,91,82,97,7,49,20,24,78,43
39,303,76,81,80,1,98,78,26,95,55,33,13,43,47,9
17,304,61,87,2,50,71,37,92,54,22,41,52,41,59,86
36,305,13,90,88,97,66,15,1,41,86,53,83,77,61,17
89,306,37,71,92,10,64,45,22,93,77,57,99,64,91,34
77,307,86,1,11,20,47,98,98,66,28,11,76,14,8,24
0,308,4,80,79,82,36,3,11,17,37,52,0,16,80,79
60,309,33,19,66,99,79,69,20,42,41,4,33,77,63,22
1,310,77,78,28,68,47,97,81,90,31,79,11,97,49,74
54,311,50,64,17,83,40,81,27,93,23,42,58,86,49,91
38,312,1,90,43,84,72,66,11,3,19,6,25,57,68,38
57,313,72,1,92,93,30,24,13,80,68,93,14,82,57,13
55,314,66,0,48,76,50,25,98,50,40,17,35,10,81,78
75,315,82,66,26,38,73,14,69,71,63,83,64,0,61,7
19,316,6,40,2,63,6,95,62,54,26,46,23,18,30,58
74,317,97,61,52,99,79,18,41,22,65,10,72,16,70,78
50,318,90,15,54,2,73,63,59,18,2,54,65,87,51,79
94,319,44,67,22,76,53,8,41,92,51,42,74,99,51,85
96,320,33,36,72,65,5,40,37,59,17,81,22,37,59,10
89,321,76,39,52,61,17,8,64,80,24,49,61,36,47,88
91,322,58,92,88,43,4,50,20,51,11,51,9,45,22,11
4,323,67,48,26,49,83,70,18,89,22,47,78,30,80,1
20,324,99,49,88,94,20,26,82,93,6,22,24,70,9,80
68,325,33,55,60,41,6,43,36,94,98,86,31,89,63,78
83,326,33,94,19,38,9,59,16,61,55,58,97,74,94,0
61,327,56,80,64,75,43,58,46,14,16,50,96,13,23,32
92,328,68,9,30,71,53,62,89,47,54,58,87,92,98,95
68,329,32,92,2,54,1,47,52,59,31,33,26,37,83,38
92,330,13,5,51,0,92,17,74,23,59,41,81,28,67,27
36,331,71,5,7,99,12,8,49,50,83,89,2,10,76,16
21,332,85,76,25,24,50,87,67,0,61,61,11,33,86,52
53,333,36,1,89,98,18,35,58,72,20,4,77,70,48,42
49,334,31,95,85,10,80,64,56,45,97,42,90,43,69,99
0,335,47,74,68,66,13,82,22,73,42,61,39,45,18,15
48,336,97,13,68,33,42,53,79,5,71,46,73,56,54,60
62,337,28,3,45,40,2,39,84,46,37,59,19,13,72,13
68,338,46,8,4,84,92,3,66,94,12,56,37,97,49,24
6,339,95,79,39,40,53,1,34,33,87,34,46,36,13,52
17,340,27,12,65,22,30,76,29,16,79,12,51,63,49,75
24,341,1,21,63,1,81,20,56,30,22,5,45,37,55,80
63,342,43,60,68,18,8,16,47,25,39,68,10,49,37,68
21,343,85,50,79,54,40,40,50,25,43,50,18,94,46,90
75,344,9,62,60,71,19,92,66,61,27,13,53,37,65,66
29,345,45,38,55,16,84,31,70,13,51,19,93,13,69,27
3,346,57,67,40,57,28,0,40,0,10,46,99,64,14,82
39,347,68,29,93,45,47,13,74,4,78,14,3,55,52,69
60,348,42,88,50,23,54,83,99,86,74,3,34,0,13,83
67,349,45,20,19,72,88,25,59,4,92,27,19,77,51,76
74,350,73,39,62,63,49,25,41,4,54,23,71,40,45,45
58,351,20,76,67,35,19,40,30,84,68,84,10,75,36,85
69,352,42,24,49,54,33,3,76,14,3,90,47,83,20,89
30,353,99,52,26,92,90,66,3,89,25,41,81,95,0,88
37,354,47,41,46,86,96,57,53,23,30,90,20,65,24,72
12,355,40,36,94,13,97,55,22,51,83,65,25,19,58,96
6,356,59,48,99,39,86,89,9,86,6,40,1,25,75,71
4,357,80,38,79,73,72,84,94,79,83,69,15,57,3,91
90,358,10,5,82,18,20,37,77,17,4,48,57,86,79,72
30,359,69,95,51,31,67,55,68,40,74,85,7,93,17,43
33,360,86,5,22,99,13,65,96,34,54,33,58,81,56,70
78,361,88,89,83,76,88,62,45,75,76,96,73,18,35,70
29,362,84,59,68,18,84,60,67,68,42,51,34,76,9,68
75,363,41,81,77,33,46,96,64,91,26,25,42,12,92,93
42,364,40,14,24,27,57,96,95,71,56,56,57,88,44,16
13,365,96,84,20,56,43,57,66,10,85,37,44,63,90,29
44,366,80,83,10,25,60,86,35,82,96,22,52,0,12,25
81,367,82,63,56,8,93,73,8,16,53,89,31,78,37,20
34,368,30,15,87,64,56,16,10,11,19,3,64,67,52,24
89,369,56,16,93,20,42,65,91,77,57,34,5,25,50,98
70,370,34,92,80,55,83,62,23,32,85,37,94,83,52,80
22,371,53,59,37,84,49,0,49,11,52,75,59,80,49,67
41,372,37,91,11,71,22,57,56,70,43,23,78,3,4,72
69,373,83,81,0,72,41,16,7,90,32,6,71,45,10,14
20,374,75,84,1,93,79,38,73,75,89,56,9,68,53,4
17,375,26,19,11,65,15,94,46,21,19,26,4,90,79,38
14,376,17,95,67,67,74,62,37,67,36,73,38,7,44,24
84,377,46,71,41,85,48,63,16,28,17,56,68,8,60,2
14,378,96,52,27,40,18,51,24,54,23,33,89,1,85,36
62,379,38,84,55,59,49,69,4,77,62,27,77,10,37,78
40,380,16,28,34,47,73,13,58,13,50,26,15,56,1,64
17,381,95,39,44,1,40,17,84,55,79,44,65,79,46,57
78,382,23,59,98,35,25,91,6,40,58,0,97,48,25,97
10,383,45,36,13,4,52,0,63,69,95,88,84,89,10,45
98,384,83,27,68,38,91,0,77,19,70,67,91,74,71,37
60,385,55,62,5,82,63,83,77,86,21,77,5,9,6,35
14,386,47,84,24,25,32,65,95,8,17,7,49,88,66,69
45,387,79,44,67,89,41,89,33,16,64,98,71,33,42,32
18,388,98,97,20,34,1,39,0,67,31,27,38,69,39,40
65,389,2,41,9,7,7,55,91,91,44,4,12,93,35,89
22,390,45,37,29,1,30,31,12,87,48,13,60,57,32,39
97,391,86,40,71,44,8,44,22,32,53,26,31,94,43,50
16,392,60,33,78,82,93,13,41,33,26,80,11,64,15,74
78,393,44,23,21,59,18,75,40,40,72,84,13,70,6,47
54,394,51,70,61,58,64,5,67,50,18,50,9,56,73,62
28,395,86,37,30,41,11,20,19,97,70,32,48,99,14,42
29,396,41,52,46,76,36,34,10,7,79,1,48,61,20,89
79,397,38,35,74,39,76,49,67,48,86,34,58,98,40,64
50,398,22,56,5,38,78,83,27,35,39,85,34,59,21,37
63,399,99,29,72,15,6,84,7,65,14,98,22,68,35,26
44,400,97,42,40,7,77,73,73,27,55,39,72,5,28,23
15,401,76,40,26,13,85,27,85,45,49,71,36,54,8,26
90,402,98,1,32,0,56,66,95,94,89,75,94,65,71,20
94,403,29,54,1,93,14,2,28,84,66,23,33,29,2,57
10,404,22,59,3,69,44,84,49,94,18,44,28,48,15,12
75,405,21,46,59,77,61,99,33,55,52,65,74,74,36,76
85,406,89,28,91,56,68,52,80,10,92,84,53,70,18,44
61,407,82,53,73,89,37,65,25,67,12,48,2,34,3,49
7,408,9,53,60,99,2,5,70,60,69,47,75,37,33,29
99,409,29,80,45,72,69,64,31,5,78,15,15,66,64,21
43,410,0,85,85,50,91,83,77,64,5,27,7,93,16,74
72,411,77,23,57,34,7,70,8,45,36,13,51,54,21,42
45,412,55,26,77,93,2,80,65,95,97,24,45,55,56,7
82,413,47,28,32,81,21,88,54,26,20,8,63,49,39,96
73,414,70,8,34,79,3,96,5,84,78,4,52,87,58,55
60,415,84,92,82,9,8,33,3,75,25,53,21,23,11,35
0,416,28,28,5,30,6,74,72,80,23,1,85,42,17,84
31,417,40,48,55,64,23,88,77,7,6,35,41,17,54,42
51,418,46,24,96,41,26,41,36,85,86,24,33,42,5,49
14,419,87,26,74,69,93,23,86,5,44,37,88,99,72,67
60,420,86,1,59,73,28,10,17,70,80,97,68,63,50,17
26,421,85,24,30,12,50,22,56,97,90,92,73,8,55,28
28,422,32,46,44,30,2,90,5,33,32,92,60,15,3,41
46,423,98,83,76,44,99,32,24,41,74,6,11,76,90,45
53,424,7,76,86,8,78,69,85,61,7,72,14,43,31,31
26,425,78,76,62,31,53,62,88,92,76,10,40,58,5,89
1,426,32,60,6,8,66,95,3,61,83,45,80,90,4,2
58,427,21,50,83,79,4,73,52,22,15,61,46,40,53,53
63,428,97,30,35,40,76,56,69,87,22,52,69,19,73,78
91,429,21,89,67,35,50,46,87,5,89,38,49,26,45,55
73,430,63,31,38,71,22,26,52,84,63,3,82,81,19,58
59,431,40,16,20,81,2,22,75,0,25,70,37,63,67,54
